# Spatial statistics process output
# Kratos version               : 9.2."2"-5dfe714-Release-x86_64
# Timestamp                    : 2023-02-16 13:19:57.431125
# Method name(s)               : variance, max, distribution
# Variable info(s)             : CFL_NUMBER[magnitude, element_non_historical]
# Modelpart name               : FluidModelPart.fluid_computational_model_part
# Output control variable name : STEP
# ----------------------------------------------------------------------
# Headers:
#"TIME" "STEP" "mean" "variance" "max_value" "max_id"                    "group_below_min {mean|variance}"                            "group_1 {mean|variance}"                    "group_above_max {mean|variance}"
  93.30   3110   0.33       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21483 [#] =   0.73 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.82 |   0.09 }
  93.60   3120   0.33       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.05 }  21125 [#] =   0.72 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.08 }
  93.90   3130   0.33       0.05        3.23  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.04 }  20886 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.08 }
  94.20   3140   0.33       0.05        3.37  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.04 }  20838 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.10 }
  94.50   3150   0.33       0.05        3.19  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.04 }  20742 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.05 }
  94.80   3160   0.33       0.05        3.15  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.04 }  20681 [#] =   0.70 [%] <   2.50 {   1.15 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.05 }
  95.10   3170   0.33       0.05        3.13  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20516 [#] =   0.70 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.04 }
  95.40   3180   0.33       0.05        3.09  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.04 }  20326 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.04 }
  95.70   3190   0.33       0.05        3.04  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.04 }  20211 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.74 |   0.04 }
  96.00   3200   0.33       0.05        3.17  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.04 }  20195 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.72 |   0.04 }
  96.30   3210   0.33       0.05        3.22  1.45e+06  2.91e+06 [#] =  99.31 [%] <   1.00 {   0.32 |   0.04 }  20267 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     15 [#] =   0.00 [%]>=   2.50 {   2.66 |   0.03 }
  96.60   3220   0.33       0.05        3.13  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20390 [#] =   0.69 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.69 |   0.03 }
  96.90   3230   0.33       0.05        3.02  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20462 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.69 |   0.02 }
  97.20   3240   0.33       0.05        2.94  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20559 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.69 |   0.02 }
  97.50   3250   0.33       0.05        2.96  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20585 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }     10 [#] =   0.00 [%]>=   2.50 {   2.72 |   0.03 }
  97.80   3260   0.33       0.05        3.04  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20600 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.03 }
  98.10   3270   0.33       0.05        3.13  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20677 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.05 }
  98.40   3280   0.33       0.05        3.17  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20823 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.07 }
  98.70   3290   0.33       0.05        3.13  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20828 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.71 |   0.06 }
  99.00   3300   0.33       0.05        3.05  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20760 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.72 |   0.04 }
  99.30   3310   0.33       0.05        2.99  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20655 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.69 |   0.03 }
  99.60   3320   0.33       0.05        3.06  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20543 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.72 |   0.05 }
  99.90   3330   0.33       0.05        3.22  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20483 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      4 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.10 }
  1.00e+02   3340   0.33       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20548 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      5 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.16 }
  1.01e+02   3350   0.33       0.05        3.56  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.05 }  20634 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.19 }
  1.01e+02   3360   0.33       0.05        3.60  1.45e+06  2.91e+06 [#] =  99.29 [%] <   1.00 {   0.32 |   0.05 }  20920 [#] =   0.71 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.16 }
  1.01e+02   3370   0.33       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21299 [#] =   0.73 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.12 }
  1.01e+02   3380   0.33       0.05        3.29  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21567 [#] =   0.73 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.07 }
  1.02e+02   3390   0.33       0.05        3.23  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  21882 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.06 }
  1.02e+02   3400   0.33       0.05        3.30  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  22108 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.07 }
  1.02e+02   3410   0.33       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.32 |   0.05 }  22179 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.10 }
  1.03e+02   3420   0.33       0.05        3.54  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  22139 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.12 }
  1.03e+02   3430   0.33       0.05        3.54  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  21974 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.13 }
  1.03e+02   3440   0.33       0.05        3.44  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.33 |   0.05 }  21792 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.11 }
  1.04e+02   3450   0.33       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.33 |   0.05 }  21684 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.09 }
  1.04e+02   3460   0.33       0.05        3.31  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.33 |   0.05 }  21591 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.08 }
  1.04e+02   3470   0.33       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.33 |   0.05 }  21721 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.09 }
  1.04e+02   3480   0.33       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.33 |   0.05 }  21976 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.11 }
  1.05e+02   3490   0.33       0.05        3.50  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.33 |   0.05 }  22352 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.12 }
  1.05e+02   3500   0.33       0.05        3.54  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.33 |   0.05 }  22644 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     12 [#] =   0.00 [%]>=   2.50 {   2.76 |   0.12 }
  1.05e+02   3510   0.33       0.05        3.52  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.33 |   0.05 }  22618 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.13 }
  1.06e+02   3520   0.33       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.33 |   0.05 }  22273 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.13 }
  1.06e+02   3530   0.33       0.05        3.24  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.33 |   0.05 }  21914 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }      6 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.08 }
  1.06e+02   3540   0.33       0.05        3.08  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.33 |   0.05 }  21805 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.04 }
  1.07e+02   3550   0.33       0.05        3.06  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.33 |   0.05 }  22031 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.80 |   0.04 }
  1.07e+02   3560   0.33       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.33 |   0.05 }  22299 [#] =   0.76 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.08 }
  1.07e+02   3570   0.33       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.33 |   0.05 }  22448 [#] =   0.76 [%] <   2.50 {   1.15 |   0.02 }      9 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.12 }
  1.07e+02   3580   0.33       0.05        3.53  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.33 |   0.05 }  22626 [#] =   0.77 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.14 }
  1.08e+02   3590   0.33       0.05        3.63  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.33 |   0.05 }  22622 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.16 }
  1.08e+02   3600   0.33       0.05        3.67  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.33 |   0.05 }  22346 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   3.02 |   0.14 }
  1.08e+02   3610   0.33       0.05        3.53  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.33 |   0.05 }  22085 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.90 |   0.11 }
  1.09e+02   3620   0.33       0.05        3.19  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.33 |   0.05 }  21795 [#] =   0.74 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.04 }
  1.09e+02   3630   0.33       0.05        2.99  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.33 |   0.05 }  21660 [#] =   0.74 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.70 |   0.04 }
  1.09e+02   3640   0.33       0.05        3.15  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21578 [#] =   0.74 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.74 |   0.05 }
  1.10e+02   3650   0.33       0.05        3.25  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21698 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }     11 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.07 }
  1.10e+02   3660   0.33       0.05        3.17  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  21864 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }     13 [#] =   0.00 [%]>=   2.50 {   2.75 |   0.05 }
  1.10e+02   3670   0.33       0.05        3.08  1.83e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  21911 [#] =   0.75 [%] <   2.50 {   1.15 |   0.02 }     13 [#] =   0.00 [%]>=   2.50 {   2.69 |   0.03 }
  1.10e+02   3680   0.33       0.05        3.06  1.83e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.04 }  21870 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.69 |   0.03 }
  1.11e+02   3690   0.33       0.05        3.03  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.04 }  21820 [#] =   0.74 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.73 |   0.02 }
  1.11e+02   3700   0.33       0.05        3.21  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.04 }  21873 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.05 }
  1.11e+02   3710   0.33       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.04 }  21957 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.12 }
  1.12e+02   3720   0.33       0.05        3.70  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.04 }  21960 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.96 |   0.19 }
  1.12e+02   3730   0.33       0.05        3.74  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.04 }  21860 [#] =   0.74 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.95 |   0.22 }
  1.12e+02   3740   0.33       0.05        3.53  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.04 }  21874 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }     13 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.12 }
  1.13e+02   3750   0.33       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.04 }  21993 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.10 }
  1.13e+02   3760   0.33       0.05        3.21  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.32 |   0.04 }  22209 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.07 }
  1.13e+02   3770   0.33       0.05        3.15  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.32 |   0.04 }  22328 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }      7 [#] =   0.00 [%]>=   2.50 {   2.81 |   0.05 }
  1.13e+02   3780   0.33       0.05        3.24  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.32 |   0.04 }  22432 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.06 }
  1.14e+02   3790   0.33       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.04 }  22731 [#] =   0.77 [%] <   2.50 {   1.15 |   0.02 }      8 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.11 }
  1.14e+02   3800   0.33       0.05        3.61  1.45e+06  2.91e+06 [#] =  99.21 [%] <   1.00 {   0.32 |   0.05 }  23087 [#] =   0.79 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.19 }
  1.14e+02   3810   0.33       0.05        3.66  1.45e+06  2.91e+06 [#] =  99.21 [%] <   1.00 {   0.32 |   0.05 }  23316 [#] =   0.79 [%] <   2.50 {   1.15 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.86 |   0.19 }
  1.15e+02   3820   0.33       0.05        3.57  1.45e+06  2.91e+06 [#] =  99.21 [%] <   1.00 {   0.32 |   0.05 }  23286 [#] =   0.79 [%] <   2.50 {   1.16 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.15 }
  1.15e+02   3830   0.33       0.05        3.44  1.45e+06  2.91e+06 [#] =  99.21 [%] <   1.00 {   0.32 |   0.05 }  23086 [#] =   0.79 [%] <   2.50 {   1.15 |   0.03 }     14 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.12 }
  1.15e+02   3840   0.33       0.05        3.35  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.32 |   0.05 }  22839 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.93 |   0.08 }
  1.16e+02   3850   0.33       0.05        3.33  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.32 |   0.05 }  22793 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.92 |   0.08 }
  1.16e+02   3860   0.33       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.32 |   0.05 }  22829 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.94 |   0.10 }
  1.16e+02   3870   0.33       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.32 |   0.05 }  22923 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.96 |   0.10 }
  1.16e+02   3880   0.33       0.05        3.46  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.32 |   0.05 }  22923 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.12 }
  1.17e+02   3890   0.33       0.05        3.47  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.32 |   0.05 }  22842 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.85 |   0.11 }
  1.17e+02   3900   0.33       0.05        3.44  1.45e+06  2.91e+06 [#] =  99.22 [%] <   1.00 {   0.32 |   0.05 }  22750 [#] =   0.78 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.11 }
  1.17e+02   3910   0.33       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.05 }  22705 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.09 }
  1.18e+02   3920   0.33       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.05 }  22667 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.94 |   0.09 }
  1.18e+02   3930   0.33       0.05        3.40  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.05 }  22561 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.95 |   0.10 }
  1.18e+02   3940   0.33       0.05        3.43  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.05 }  22512 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.91 |   0.12 }
  1.19e+02   3950   0.33       0.05        3.47  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.05 }  22508 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.89 |   0.13 }
  1.19e+02   3960   0.33       0.05        3.50  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.05 }  22473 [#] =   0.77 [%] <   2.50 {   1.15 |   0.02 }     14 [#] =   0.00 [%]>=   2.50 {   2.79 |   0.09 }
  1.19e+02   3970   0.33       0.05        3.51  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.05 }  22521 [#] =   0.77 [%] <   2.50 {   1.15 |   0.02 }     12 [#] =   0.00 [%]>=   2.50 {   2.77 |   0.11 }
  1.19e+02   3980   0.33       0.05        3.49  1.45e+06  2.91e+06 [#] =  99.23 [%] <   1.00 {   0.32 |   0.05 }  22542 [#] =   0.77 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.83 |   0.12 }
  1.20e+02   3990   0.33       0.05        3.44  1.45e+06  2.91e+06 [#] =  99.24 [%] <   1.00 {   0.32 |   0.05 }  22395 [#] =   0.76 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.10 }
  1.20e+02   4000   0.33       0.05        3.39  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  22043 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.88 |   0.08 }
  1.20e+02   4010   0.33       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  21900 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }     10 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.08 }
  1.21e+02   4020   0.33       0.05        3.36  1.45e+06  2.91e+06 [#] =  99.26 [%] <   1.00 {   0.32 |   0.05 }  21827 [#] =   0.74 [%] <   2.50 {   1.15 |   0.03 }      8 [#] =   0.00 [%]>=   2.50 {   2.87 |   0.08 }
  1.21e+02   4030   0.32       0.05        3.38  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  21940 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }     11 [#] =   0.00 [%]>=   2.50 {   2.78 |   0.09 }
  1.21e+02   4040   0.32       0.05        3.42  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  21935 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }      9 [#] =   0.00 [%]>=   2.50 {   2.84 |   0.11 }
  1.22e+02   4050   0.32       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.25 [%] <   1.00 {   0.32 |   0.05 }  21884 [#] =   0.75 [%] <   2.50 {   1.15 |   0.03 }      4 [#] =   0.00 [%]>=   2.50 {   3.10 |   0.11 }
  1.22e+02   4060   0.32       0.05        3.45  1.45e+06  2.91e+06 [#] =  99.27 [%] <   1.00 {   0.32 |   0.05 }  21449 [#] =   0.73 [%] <   2.50 {   1.15 |   0.03 }      5 [#] =   0.00 [%]>=   2.50 {   3.10 |   0.09 }
  1.22e+02   4070   0.32       0.05        3.62  1.57e+06  2.91e+06 [#] =  99.28 [%] <   1.00 {   0.32 |   0.04 }  20977 [#] =   0.71 [%] <   2.50 {   1.15 |   0.03 }      6 [#] =   0.00 [%]>=   2.50 {   3.07 |   0.17 }
  1.22e+02   4080   0.32       0.05        3.54  1.57e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20631 [#] =   0.70 [%] <   2.50 {   1.15 |   0.02 }      7 [#] =   0.00 [%]>=   2.50 {   2.97 |   0.16 }
  1.23e+02   4090   0.32       0.05        3.34  1.45e+06  2.91e+06 [#] =  99.30 [%] <   1.00 {   0.32 |   0.04 }  20490 [#] =   0.70 [%] <   2.50 {   1.15 |   0.03 }      6 [#] =   0.00 [%]>=   2.50 {   2.98 |   0.11 }
